company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College
Google,Software Engineer,290000,"Mountain View, CA",8.0,6.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,280000,"Mountain View, CA",14.0,3.0,170000.0,15000.0,0,0,0,0,0
Google,Software Engineer,172000,"San Bruno, CA",2.0,1.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,143000,"Seattle, WA",0.0,0.0,105000.0,15000.0,0,0,0,0,0
Google,Software Engineer,143000,"Seattle, WA",0.0,0.0,105000.0,15000.0,0,0,0,0,0
Google,Software Engineer,212000,"Los Angeles, CA",2.0,0.0,130000.0,19000.0,0,0,0,0,0
Google,Software Engineer,238000,"Mountain View, CA",3.0,3.0,136000.0,27000.0,0,0,0,0,0
Google,Software Engineer,288000,"Seattle, WA",4.0,0.0,155000.0,43000.0,0,0,0,0,0
Google,Software Engineer,270000,"Mountain View, CA",15.0,3.0,150000.0,30000.0,0,0,0,0,0
Google,Software Engineer,162000,"San Bruno, CA",0.0,0.0,116000.0,21000.0,0,0,0,0,0
Google,Software Engineer,300000,"Seattle, WA",8.0,2.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,300000,"Irvine, CA",4.0,3.0,129000.0,20000.0,0,0,0,0,0
Google,Product Manager,740000,"Seattle, WA",16.0,1.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,183000,"Mountain View, CA",1.0,0.0,116000.0,17000.0,0,0,0,0,0
Google,Software Engineer,320000,"Cambridge, EN, United Kingdom",10.0,5.0,170000.0,25000.0,0,0,0,0,0
Google,Software Engineer,266000,"Mountain View, CA",3.0,2.0,140000.0,25000.0,0,0,0,0,0
Google,Software Engineer,280000,"San Francisco, CA",4.0,4.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,288000,"Sunnyvale, CA",10.0,0.0,140000.0,21000.0,0,0,0,0,0
Google,Software Engineer,213000,"Los Angeles, CA",7.0,1.5,150000.0,18000.0,0,0,0,0,0
Google,Software Engineer,233000,"Mountain View, CA",4.0,0.0,140000.0,21000.0,0,0,0,0,0
Google,Software Engineer,300000,"San Francisco, CA",10.0,1.0,0.0,0.0,0,0,0,0,0
Google,Software Engineering Manager,455000,"Mountain View, CA",18.0,5.0,200000.0,50000.0,0,0,0,0,0
Google,Software Engineer,330000,"San Francisco, CA",4.0,2.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,196000,"San Bruno, CA",4.0,0.0,125000.0,31000.0,0,0,0,0,0
Google,Software Engineer,179000,"London, EN, United Kingdom",12.0,6.0,99000.0,26000.0,0,0,0,0,0
Google,Software Engineer,219000,"Mountain View, CA",4.0,0.0,160000.0,24000.0,0,0,0,0,0
Google,Product Manager,350000,"San Francisco, CA",5.0,1.0,175000.0,35000.0,0,0,0,0,0
Google,Software Engineer,560000,"San Jose, CA",26.0,3.5,0.0,0.0,0,0,0,0,0
Google,Software Engineer,420000,"Zurich, ZH, Switzerland",7.0,4.0,165000.0,30000.0,0,0,0,0,0
Google,Software Engineer,204000,"Mountain View, CA",0.0,0.0,0.0,0.0,0,0,0,0,0
Google,Data Scientist,120000,"Santa Monica, CA",1.0,0.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,135000,"Pittsburgh, PA",0.0,0.0,99000.0,15000.0,0,0,0,0,0
Google,Software Engineer,120000,"San Francisco, CA",8.0,2.0,0.0,0.0,0,0,0,0,0
Google,Product Manager,350000,"San Francisco, CA",8.0,2.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,158000,"Mountain View, CA",0.0,0.0,116000.0,18000.0,0,0,0,0,0
Google,Software Engineer,377000,"Kirkland, WA",10.0,8.0,192000.0,35000.0,0,0,0,0,0
Google,Software Engineer,132000,"Waterloo, ON, Canada",0.0,0.0,92000.0,13000.0,0,0,0,0,0
Google,Software Engineer,450000,"Zurich, ZH, Switzerland",12.0,7.0,220000.0,50000.0,0,0,0,0,0
Google,Software Engineer,140000,"Boulder, CO",6.0,1.0,100000.0,15000.0,0,0,0,0,0
Google,Software Engineer,110000,"Dublin, DN, Ireland",1.0,0.0,0.0,0.0,0,0,0,0,0
Google,Product Manager,300000,"Mountain View, CA",14.0,1.0,170000.0,25000.0,0,0,0,0,0
Google,Software Engineer,168000,"Mountain View, CA",2.0,0.0,125000.0,18000.0,0,0,0,0,0
Google,Software Engineer,520000,"Mountain View, CA",15.0,11.0,230000.0,64000.0,0,0,0,0,0
Google,Software Engineer,377000,"Mountain View, CA",20.0,5.0,195000.0,30000.0,0,0,0,0,0
Google,Software Engineer,200000,"Sunnyvale, CA",3.0,0.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,347000,"Seattle, WA",10.0,4.0,177000.0,41000.0,0,0,0,0,0
Google,Software Engineer,165000,"San Bruno, CA",0.0,0.0,120000.0,15000.0,0,0,0,0,0
Google,Software Engineer,330000,"San Francisco, CA",4.0,1.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,1070000,"Mountain View, CA",27.0,9.0,286000.0,64000.0,0,0,0,0,0
Google,Software Engineer,150000,"Seattle, WA",0.0,0.0,115000.0,17000.0,0,0,0,0,0
Google,Software Engineer,370000,"Mountain View, CA",5.0,5.0,178000.0,32000.0,0,0,0,0,0
Google,Software Engineer,160000,"Mountain View, CA",2.0,0.0,120000.0,25000.0,0,0,0,0,0
Google,Software Engineer,224000,"Seattle, WA",8.0,0.0,130000.0,19000.0,0,0,0,0,0
Google,Software Engineer,418000,"Seattle, WA",17.0,7.0,191000.0,42000.0,0,0,0,0,0
Google,Software Engineer,295000,"Mountain View, CA",13.0,0.0,160000.0,25000.0,0,0,0,0,0
Google,Software Engineer,154000,"Cambridge, EN, United Kingdom",1.0,0.0,110000.0,19000.0,0,0,0,0,0
