company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Apple
Amazon,Software Engineer,230000,"Seattle, WA",2.0,0.0,155000.0,32000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,500000,"Seattle, WA",10.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,270000,"Seattle, WA",3.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,230000,"Palo Alto, CA",10.0,2.0,150000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,245000,"Seattle, WA",9.0,7.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,245000,"Seattle, WA",8.0,7.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,320000,"Palo Alto, CA",10.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,269000,"San Francisco, CA",12.0,0.0,170000.0,42000.0,0,0,0,0,0,False
Amazon,Software Engineer,300000,"Seattle, WA",17.0,5.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Hardware Engineer,203000,"Sunnyvale, CA",6.0,1.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,173000,"Seattle, WA",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,220000,"Seattle, WA",5.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,230000,"Seattle, WA",2.0,2.0,145000.0,40000.0,0,0,0,0,0,False
Amazon,Software Engineer,375000,"Portland, OR",7.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,250000,"Seattle, WA",5.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,450000,"Seattle, WA",15.0,7.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,425000,"Seattle, WA",12.0,7.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,135000,"Seattle, WA",0.0,0.0,108000.0,10000.0,0,0,0,0,0,False
Amazon,Software Engineer,177000,"Sunnyvale, CA",2.0,2.0,117000.0,8000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,300000,"Seattle, WA",6.0,6.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",4.0,4.0,135000.0,30000.0,0,0,0,0,0,False
Amazon,Software Engineer,195000,"San Francisco, CA",3.0,3.0,148000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,225000,"Irvine, CA",7.0,1.0,160000.0,27000.0,0,0,0,0,0,False
Amazon,Software Engineer,190000,"Seattle, WA",3.0,2.5,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,190000,"Palo Alto, CA",2.0,2.0,140000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,190000,"Palo Alto, CA",2.0,2.0,140000.0,20000.0,0,0,0,0,0,False
Amazon,Software Engineer,230000,"Seattle, WA",12.0,1.0,153000.0,33000.0,0,0,0,0,0,False
Amazon,Software Engineer,210000,"Seattle, WA",3.0,3.0,150000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,207000,"Seattle, WA",9.0,7.0,127000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,240000,"Herndon, VA",6.0,1.0,147000.0,58000.0,0,0,0,0,0,False
Amazon,Software Engineer,800000,"Seattle, WA",15.0,2.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Toronto, ON, Canada",1.0,1.0,130000.0,20000.0,0,0,0,0,0,False
Amazon,Solution Architect,212000,"London, EN, United Kingdom",15.0,1.0,122000.0,78000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,360000,"Seattle, WA",7.0,7.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,200000,"Chicago, IL",6.0,0.0,140000.0,25000.0,0,0,0,0,0,False
Amazon,Software Engineer,263000,"New York, NY",5.0,0.0,175000.0,43000.0,0,0,0,0,0,False
Amazon,Software Engineer,189000,"Seattle, WA",3.0,2.9,132000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,137000,"Vancouver, BC, Canada",7.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,212000,"Palo Alto, CA",3.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,250000,"Seattle, WA",15.0,1.0,155000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,54000,"Cape Town, WC, South Africa",1.0,1.0,40000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,310000,"Sunnyvale, CA",10.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Seattle, WA",7.0,2.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,261000,"New York, NY",5.0,0.0,175000.0,78000.0,0,0,0,0,0,False
Amazon,Software Engineer,30000,"Gurgaon, HR, India",2.0,2.0,19000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,186000,"Seattle, WA",2.0,2.0,142000.0,18000.0,0,0,0,0,0,False
Amazon,Solution Architect,170000,"London, EN, United Kingdom",4.0,4.0,120000.0,18000.0,0,0,0,0,0,False
Amazon,Software Engineer,225000,"Seattle, WA",4.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,125000,"London, EN, United Kingdom",4.0,3.0,75000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,230000,"Seattle, WA",3.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,350000,"San Francisco, CA",4.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",4.0,4.0,134000.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,94000,"Paris, IL, France",8.0,1.0,81000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,700000,"Seattle, WA",16.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,700000,"Seattle, WA",16.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,145000,"Sydney, NS, Australia",11.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,220000,"Seattle, WA",6.0,6.0,130000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,255000,"Sunnyvale, CA",2.0,0.0,180000.0,30000.0,0,0,0,0,0,False
Amazon,Product Manager,164000,"Seattle, WA",4.0,2.5,114000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,181000,"Seattle, WA",5.0,2.0,123000.0,4000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,250000,"Seattle, WA",8.0,4.0,150000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,415000,"Seattle, WA",8.0,4.0,143000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,215000,"Seattle, WA",3.0,3.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,300000,"Palo Alto, CA",10.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,140000,"Toronto, ON, Canada",3.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,230000,"Seattle, WA",25.0,12.0,140000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,450000,"Seattle, WA",15.0,14.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,350000,"Santa Cruz, CA",10.0,1.0,160000.0,75000.0,0,0,0,0,0,False
Amazon,Software Engineer,160000,"San Diego, CA",3.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,240000,"Sunnyvale, CA",11.0,1.0,165000.0,35000.0,0,0,0,0,0,False
Amazon,Software Engineer,182000,"Seattle, WA",2.0,0.0,135000.0,22000.0,0,0,0,0,0,False
Amazon,Software Engineer,189000,"Seattle, WA",4.0,3.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,125000,"Vancouver, BC, Canada",3.0,0.0,94000.0,22000.0,0,0,0,0,0,False
Amazon,Software Engineer,420000,"Palo Alto, CA",7.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",12.0,5.0,137000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,355000,"Palo Alto, CA",18.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,204000,"Seattle, WA",4.0,4.0,142000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,180000,"Seattle, WA",6.0,2.0,156000.0,13000.0,0,0,0,0,0,False
Amazon,Software Engineer,260000,"Seattle, WA",12.0,6.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,260000,"Seattle, WA",12.0,6.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,260000,"Seattle, WA",6.0,12.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,108000,"Austin, TX",2.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,140000,"Seattle, WA",2.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",3.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Data Scientist,300000,"San Francisco, CA",2.0,2.0,150000.0,30000.0,0,0,0,0,0,False
Amazon,Software Engineer,620000,"San Francisco, CA",20.0,4.0,180000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,211000,"Seattle, WA",11.0,4.0,151000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,325000,"Seattle, WA",22.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,220000,"Seattle, WA",15.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Hardware Engineer,220000,"Sunnyvale, CA",6.0,3.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,242000,"Seattle, WA",4.0,4.0,138000.0,0.0,0,0,0,0,0,False
Amazon,Data Scientist,168000,"New York, NY",6.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,180000,"Seattle, WA",6.0,4.5,155000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,220000,"Seattle, WA",3.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,235000,"Seattle, WA",6.0,0.0,155000.0,70000.0,0,0,0,0,0,False
Amazon,Software Engineer,230000,"Seattle, WA",5.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,356000,"Seattle, WA",42.0,4.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,140000,"Boston, MA",8.0,1.0,110000.0,20000.0,0,0,0,0,0,False
Amazon,Hardware Engineer,210000,"Sunnyvale, CA",5.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,320000,"Sunnyvale, CA",15.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,196000,"Phoenix, AZ",5.0,4.0,134000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,220000,"Sunnyvale, CA",4.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,140000,"Washington, DC",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,174000,"Seattle, WA",20.0,6.0,154000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,182000,"Seattle, WA",2.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,150000,"Seattle, WA",2.0,0.0,120000.0,25000.0,0,0,0,0,0,False
Amazon,Software Engineer,255000,"Seattle, WA",12.0,8.0,160000.0,45000.0,0,0,0,0,0,False
Amazon,Software Engineer,180000,"San Francisco, CA",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,177000,"Seattle, WA",5.0,0.0,120000.0,32000.0,0,0,0,0,0,False
Amazon,Software Engineer,155000,"Seattle, WA",1.0,1.0,108000.0,34000.0,0,0,0,0,0,False
Amazon,Data Scientist,310000,"Seattle, WA",7.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,356000,"Seattle, WA",42.0,4.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,185000,"Seattle, WA",8.0,1.0,140000.0,33000.0,0,0,0,0,0,False
Amazon,Software Engineer,219000,"Seattle, WA",2.0,0.0,153000.0,30000.0,0,0,0,0,0,False
Amazon,Hardware Engineer,158000,"Seattle, WA",1.0,1.0,120000.0,32000.0,0,0,0,0,0,False
Amazon,Software Engineer,274000,"Seattle, WA",6.0,5.0,159000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,147000,"Herndon, VA",0.0,0.0,112000.0,15000.0,0,0,0,0,0,False
Amazon,Data Scientist,170000,"New York, NY",5.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,134000,"Austin, TX",2.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,224000,"Seattle, WA",7.0,3.0,139000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,112000,"Aachen, NW, Germany",5.0,0.0,87000.0,23000.0,0,0,0,0,0,False
Amazon,Software Engineer,130000,"Seattle, WA",4.0,2.0,110000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,112000,"Seattle, WA",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,225000,"Palo Alto, CA",4.0,2.5,172000.0,5000.0,0,0,0,0,0,False
Amazon,Software Engineer,180000,"Madison, WI",3.0,2.0,121000.0,40000.0,0,0,0,0,0,False
Amazon,Software Engineer,276000,"New York, NY",3.0,1.0,170000.0,95000.0,0,0,0,0,0,False
Amazon,Software Engineer,185000,"Seattle, WA",4.0,6.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,165000,"Seattle, WA",3.0,2.0,115000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,253000,"Cambridge, MA",10.0,2.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,155000,"Santa Monica, CA",0.0,0.0,120000.0,30000.0,0,0,0,0,0,False
Amazon,Data Scientist,294000,"Seattle, WA",1.0,0.0,160000.0,47000.0,0,0,0,0,0,False
Amazon,Software Engineer,118000,"Bangalore, KA, India",9.0,7.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Seattle, WA",0.0,0.0,115000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,240000,"Palo Alto, CA",5.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,294000,"Seattle, WA",7.0,6.0,152000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,250000,"Seattle, WA",6.0,6.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,140000,"Delhi, DL, India",12.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,232000,"San Francisco, CA",4.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Designer,199000,"Seattle, WA",3.0,0.0,145000.0,21000.0,0,0,0,0,0,False
Amazon,Software Engineer,195000,"Minneapolis, MN",8.0,5.0,140000.0,30000.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Seattle, WA",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,217000,"Seattle, WA",3.0,0.0,150000.0,31000.0,0,0,0,0,0,False
Amazon,Software Engineer,215000,"Seattle, WA",8.0,7.0,131000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,261000,"Santa Clara, CA",3.0,0.0,171000.0,40000.0,0,0,0,0,0,False
Amazon,Data Scientist,192000,"Seattle, WA",10.0,1.0,150000.0,17000.0,0,0,0,0,0,False
Amazon,Software Engineer,185000,"Palo Alto, CA",0.0,1.0,140000.0,17000.0,0,0,0,0,0,False
Amazon,Software Engineer,190000,"Detroit, MI",6.0,2.0,150000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,210000,"Seattle, WA",10.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,250000,"Seattle, WA",12.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,169000,"Seattle, WA",3.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,240000,"Sunnyvale, CA",12.0,2.0,155000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,290000,"Seattle, WA",20.0,2.0,160000.0,60000.0,0,0,0,0,0,False
Amazon,Product Manager,157000,"Bellevue, WA",10.0,5.0,99000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,297000,"Seattle, WA",20.0,2.0,156000.0,0.0,0,0,0,0,0,False
Amazon,Hardware Engineer,200000,"Seattle, WA",5.0,5.0,120000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,320000,"Seattle, WA",14.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,146000,"Seattle, WA",0.0,0.0,112000.0,14000.0,0,0,0,0,0,False
Amazon,Software Engineer,205000,"New York, NY",6.0,1.0,152000.0,21000.0,0,0,0,0,0,False
Amazon,Software Engineer,152000,"Seattle, WA",0.0,0.0,112000.0,0.0,0,0,0,0,0,False
Amazon,Data Scientist,250000,"Palo Alto, CA",7.0,1.0,180000.0,40000.0,0,0,0,0,0,False
Amazon,Software Engineer,152000,"Seattle, WA",0.0,0.0,112000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,211000,"Seattle, WA",5.0,5.0,142000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,320000,"Cambridge, MA",23.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,191000,"Irvine, CA",2.0,0.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,165000,"Seattle, WA",3.0,1.0,120000.0,17000.0,0,0,0,0,0,False
Amazon,Software Engineer,245000,"Seattle, WA",4.0,2.0,192000.0,12000.0,0,0,0,0,0,False
Amazon,Software Engineer,270000,"Palo Alto, CA",1.0,0.0,175000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,157000,"Seattle, WA",2.0,1.0,121000.0,20000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,298000,"Sunnyvale, CA",12.0,3.5,178000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,146000,"Seattle, WA",0.0,0.0,112000.0,10000.0,0,0,0,0,0,False
Amazon,Solution Architect,261000,"Seattle, WA",9.0,7.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,190000,"Palo Alto, CA",3.0,1.0,155000.0,30000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,375000,"Seattle, WA",8.0,8.0,0.0,0.0,0,0,0,0,0,False
Amazon,Solution Architect,242000,"Seattle, WA",7.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,164000,"San Diego, CA",2.0,0.0,135000.0,27000.0,0,0,0,0,0,False
Amazon,Solution Architect,435000,"Vancouver, BC, Canada",15.0,2.0,185000.0,50000.0,0,0,0,0,0,False
Amazon,Software Engineer,173000,"New York, NY",3.0,0.0,152000.0,20000.0,0,0,0,0,0,False
Amazon,Software Engineer,154000,"Seattle, WA",0.0,0.0,112000.0,29000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,340000,"Irvine, CA",20.0,5.5,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,160000,"New York, NY",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,350000,"Seattle, WA",20.0,0.0,160000.0,165000.0,0,0,0,0,0,False
Amazon,Software Engineer,240000,"Seattle, WA",5.0,0.0,150000.0,50000.0,0,0,0,0,0,False
Amazon,Software Engineer,197000,"Santa Clara, CA",2.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,110000,"London, EN, United Kingdom",4.0,2.0,70000.0,4000.0,0,0,0,0,0,False
Amazon,Software Engineer,167000,"Seattle, WA",2.0,1.0,117000.0,20000.0,0,0,0,0,0,False
Amazon,Data Scientist,190000,"Seattle, WA",5.0,3.0,120000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,375000,"Seattle, WA",15.0,1.5,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,197000,"Seattle, WA",3.0,3.0,143000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Palo Alto, CA",0.0,0.0,128000.0,40000.0,0,0,0,0,0,False
Amazon,Software Engineer,150000,"Seattle, WA",2.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,155000,"Toronto, ON, Canada",0.0,0.0,102000.0,35000.0,0,0,0,0,0,False
Amazon,Software Engineer,160000,"Seattle, WA",14.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,160000,"Seattle, WA",14.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,186000,"Seattle, WA",2.0,0.0,137000.0,33000.0,0,0,0,0,0,False
Amazon,Software Engineer,160000,"Sunnyvale, CA",5.0,5.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,155000,"Vancouver, BC, Canada",0.0,0.0,102000.0,35000.0,0,0,0,0,0,False
Amazon,Software Engineer,148000,"Seattle, WA",3.0,0.0,112000.0,16000.0,0,0,0,0,0,False
Amazon,Software Engineer,175000,"Seattle, WA",3.0,0.0,130000.0,40000.0,0,0,0,0,0,False
Amazon,Software Engineer,165000,"Berlin, BE, Germany",6.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,123000,"Toronto, ON, Canada",7.0,1.0,98000.0,22000.0,0,0,0,0,0,False
Amazon,Product Manager,280000,"Seattle, WA",8.0,1.0,135000.0,35000.0,0,0,0,0,0,False
Amazon,Software Engineer,340000,"Seattle, WA",12.0,1.0,155000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,95000,"Berlin, BE, Germany",1.0,0.0,76000.0,8000.0,0,0,0,0,0,False
Amazon,Software Engineer,150000,"Seattle, WA",0.0,0.0,112000.0,15000.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",3.0,0.0,130000.0,45000.0,0,0,0,0,0,False
Amazon,Software Engineer,231000,"Seattle, WA",6.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,600000,"San Francisco, CA",18.0,1.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,196000,"Seattle, WA",5.0,1.5,147000.0,34000.0,0,0,0,0,0,False
Amazon,Software Engineer,170000,"New York, NY",1.0,1.0,145000.0,24000.0,0,0,0,0,0,False
Amazon,Data Scientist,300000,"Seattle, WA",4.0,1.0,150000.0,100000.0,0,0,0,0,0,False
Amazon,Software Engineer,365000,"New York, NY",20.0,0.5,185000.0,90000.0,0,0,0,0,0,False
Amazon,Software Engineer,159000,"Tel Aviv, TA, Israel",8.0,1.0,117000.0,20000.0,0,0,0,0,0,False
Amazon,Product Manager,175000,"Boston, MA",8.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,467000,"Seattle, WA",20.0,5.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Product Designer,157000,"Sunnyvale, CA",3.0,0.0,130000.0,2000.0,0,0,0,0,0,False
Amazon,Software Engineer,56000,"Madrid, MD, Spain",5.0,0.0,46000.0,10000.0,0,0,0,0,0,False
Amazon,Software Engineer,161000,"Seattle, WA",1.0,0.0,112000.0,29000.0,0,0,0,0,0,False
Amazon,Software Engineer,158000,"New York, NY",0.0,0.0,120000.0,35000.0,0,0,0,0,0,False
Amazon,Software Engineer,168000,"San Francisco, CA",0.0,0.0,128000.0,16000.0,0,0,0,0,0,False
Amazon,Software Engineer,224000,"Herndon, VA",5.0,0.0,155000.0,30000.0,0,0,0,0,0,False
Amazon,Product Manager,300000,"Seattle, WA",10.0,0.0,150000.0,68000.0,0,0,0,0,0,False
Amazon,Product Manager,300000,"Seattle, WA",7.0,2.0,149000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,200000,"Seattle, WA",3.0,3.0,135000.0,2000.0,0,0,0,0,0,False
Amazon,Product Manager,305000,"Seattle, WA",11.0,6.0,150000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,470000,"Seattle, WA",16.0,0.0,160000.0,310000.0,0,0,0,0,0,False
Amazon,Software Engineer,56000,"Madrid, MD, Spain",5.0,0.0,46000.0,3000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,270000,"Seattle, WA",9.0,5.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,210000,"Seattle, WA",0.0,0.0,108000.0,30000.0,0,0,0,0,0,False
Amazon,Software Engineer,222000,"Sunnyvale, CA",1.0,0.0,145000.0,45000.0,0,0,0,0,0,False
Amazon,Software Engineer,232000,"Sunnyvale, CA",11.0,0.0,175000.0,25000.0,0,0,0,0,0,False
Amazon,Software Engineer,159000,"Seattle, WA",0.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,350000,"Seattle, WA",15.0,1.0,160000.0,150000.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,114000,"Chennai, TN, India",18.0,2.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineering Manager,240000,"Seattle, WA",15.0,2.0,160000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,241000,"Seattle, WA",9.0,5.0,146000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,206000,"Toronto, ON, Canada",5.0,4.0,129000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,400000,"Seattle, WA",16.0,3.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,196000,"Seattle, WA",2.0,2.0,142000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,165000,"New York, NY",0.0,0.5,120000.0,35000.0,0,0,0,0,0,False
Amazon,Product Manager,225000,"Seattle, WA",10.0,4.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,245000,"Boston, MA",5.0,0.0,158000.0,37000.0,0,0,0,0,0,False
Amazon,Software Engineer,245000,"Boston, MA",5.0,0.0,158000.0,37000.0,0,0,0,0,0,False
Amazon,Product Manager,108000,"Bengaluru, KA, India",10.0,1.0,88000.0,0.0,0,0,0,0,0,False
Amazon,Product Manager,229000,"Seattle, WA",4.0,2.0,140000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,225000,"San Diego, CA",9.0,5.0,133000.0,0.0,0,0,0,0,0,False
Amazon,Hardware Engineer,120000,"Seattle, WA",3.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,213000,"Palo Alto, CA",5.0,2.7,150000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,207000,"Seattle, WA",3.0,3.0,157000.0,20000.0,0,0,0,0,0,False
Amazon,Software Engineer,520000,"Seattle, WA",20.0,8.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,172000,"Seattle, WA",8.0,2.0,135000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,143000,"Seattle, WA",1.0,1.0,107000.0,20000.0,0,0,0,0,0,False
Amazon,Software Engineer,170000,"Seattle, WA",5.0,5.0,180000.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,250000,"New York, NY",3.0,0.0,170000.0,37000.0,0,0,0,0,0,False
Amazon,Software Engineer,145000,"Seattle, WA",1.0,1.0,110000.0,32000.0,0,0,0,0,0,False
Amazon,Software Engineer,250000,"New York, NY",4.0,0.0,170000.0,70000.0,0,0,0,0,0,False
Amazon,Solution Architect,200000,"Boston, MA",4.0,0.0,0.0,0.0,0,0,0,0,0,False
Amazon,Software Engineer,205000,"Seattle, WA",13.0,3.0,140000.0,0.0,0,0,0,0,0,False
