company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Amazon
Apple,Software Engineer,406000,"Cupertino, CA",10.0,5.0,190000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,297000,"Cupertino, CA",30.0,2.0,173000.0,29000.0,0,0,0,0,0,False
Apple,Software Engineer,150000,"Cupertino, CA",0.0,0.0,125000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,199000,"Sunnyvale, CA",6.0,2.0,139000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,212000,"Cupertino, CA",1.0,1.0,140000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,235000,"Austin, TX",19.0,2.5,165000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,168000,"Austin, TX",4.0,0.0,130000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,200000,"Cupertino, CA",8.0,2.0,140000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,328000,"Cupertino, CA",9.0,3.0,196000.0,32000.0,0,0,0,0,0,False
Apple,Software Engineer,209000,"Cupertino, CA",2.0,0.0,155000.0,16000.0,0,0,0,0,0,False
Apple,Software Engineer,289000,"Cupertino, CA",8.0,6.0,175000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,460000,"Cupertino, CA",21.0,3.0,238000.0,42000.0,0,0,0,0,0,False
Apple,Solution Architect,314000,"Cupertino, CA",8.0,3.0,184000.0,30000.0,0,0,0,0,0,False
Apple,Software Engineer,224000,"Cupertino, CA",5.0,2.0,151000.0,13000.0,0,0,0,0,0,False
Apple,Software Engineer,193000,"Cupertino, CA",0.0,0.5,148000.0,11000.0,0,0,0,0,0,False
Apple,Software Engineer,274000,"Cupertino, CA",4.0,4.0,160000.0,26000.0,0,0,0,0,0,False
Apple,Software Engineer,274000,"Cupertino, CA",4.0,4.0,160000.0,26000.0,0,0,0,0,0,False
Apple,Software Engineering Manager,481000,"Seattle, WA",17.0,6.5,199000.0,42000.0,0,0,0,0,0,False
Apple,Software Engineer,383000,"Cupertino, CA",7.0,7.0,155000.0,28000.0,0,0,0,0,0,False
Apple,Software Engineer,234000,"Cupertino, CA",2.0,2.0,135000.0,16000.0,0,0,0,0,0,False
Apple,Software Engineer,420000,"Cupertino, CA",5.0,2.0,200000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,425000,"Cupertino, CA",12.0,9.0,220000.0,55000.0,0,0,0,0,0,False
Apple,Software Engineer,170000,"Cupertino, CA",5.0,5.0,140000.0,0.0,0,0,0,0,0,False
Apple,Data Scientist,340000,"Cupertino, CA",8.0,4.0,180000.0,25000.0,0,0,0,0,0,False
Apple,Hardware Engineer,500000,"Cupertino, CA",17.0,1.0,240000.0,60000.0,0,0,0,0,0,False
Apple,Software Engineer,408000,"Cupertino, CA",13.0,5.0,226000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,170000,"Sunnyvale, CA",1.0,1.0,135000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,440000,"Cupertino, CA",14.0,7.0,200000.0,40000.0,0,0,0,0,0,False
Apple,Product Designer,290000,"Sunnyvale, CA",14.0,2.0,170000.0,40000.0,0,0,0,0,0,False
Apple,Software Engineer,360000,"Cupertino, CA",15.0,3.0,200000.0,45000.0,0,0,0,0,0,False
Apple,Software Engineer,188000,"Cupertino, CA",4.0,2.0,135000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,344000,"Cupertino, CA",5.0,1.0,200000.0,57000.0,0,0,0,0,0,False
Apple,Hardware Engineer,450000,"Cupertino, CA",17.0,8.0,200000.0,50000.0,0,0,0,0,0,False
Apple,Software Engineer,310000,"Cupertino, CA",15.0,4.0,190000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,401000,"Sunnyvale, CA",16.0,4.5,190000.0,21000.0,0,0,0,0,0,False
Apple,Software Engineer,187000,"Cupertino, CA",2.0,1.0,144000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,324000,"Cupertino, CA",12.0,9.0,199000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,356000,"Cupertino, CA",5.0,4.0,196000.0,35000.0,0,0,0,0,0,False
Apple,Hardware Engineer,333000,"Cupertino, CA",13.0,4.0,163000.0,35000.0,0,0,0,0,0,False
Apple,Software Engineer,285000,"Cupertino, CA",10.0,1.0,145000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,170000,"Cupertino, CA",7.0,7.0,160000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,245000,"Cupertino, CA",2.0,2.0,150000.0,28000.0,0,0,0,0,0,False
Apple,Software Engineer,234000,"Cupertino, CA",4.0,4.0,140000.0,14000.0,0,0,0,0,0,False
Apple,Software Engineer,234000,"Cupertino, CA",4.0,4.0,140000.0,14000.0,0,0,0,0,0,False
Apple,Software Engineer,256000,"Cupertino, CA",12.0,1.0,175000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,237000,"Cupertino, CA",4.0,2.0,132000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,335000,"Cupertino, CA",12.0,4.0,175000.0,30000.0,0,0,0,0,0,False
Apple,Data Scientist,290000,"Cupertino, CA",4.0,2.0,180000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,350000,"Cupertino, CA",8.0,3.0,168000.0,22000.0,0,0,0,0,0,False
Apple,Software Engineer,318000,"Cupertino, CA",7.0,2.0,170000.0,23000.0,0,0,0,0,0,False
Apple,Software Engineer,183000,"Cupertino, CA",2.0,2.0,140000.0,17000.0,0,0,0,0,0,False
Apple,Software Engineer,186000,"Cupertino, CA",1.0,0.0,140000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,340000,"Cupertino, CA",6.0,6.0,160000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,433000,"Cupertino, CA",5.0,5.0,198000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,267000,"Sunnyvale, CA",6.0,1.0,166000.0,25000.0,0,0,0,0,0,False
Apple,Hardware Engineer,310000,"Cupertino, CA",12.0,6.0,170000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,181000,"Cupertino, CA",7.0,3.0,139000.0,12000.0,0,0,0,0,0,False
Apple,Hardware Engineer,285000,"Cupertino, CA",8.0,2.0,153000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,287000,"Cupertino, CA",8.0,4.0,187000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,359000,"Cupertino, CA",3.0,0.0,190000.0,44000.0,0,0,0,0,0,False
Apple,Hardware Engineer,215000,"Cupertino, CA",6.0,3.0,138000.0,14000.0,0,0,0,0,0,False
Apple,Software Engineer,390000,"Cupertino, CA",19.0,8.0,215000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,183000,"Seattle, WA",5.0,0.0,150000.0,0.0,0,0,0,0,0,False
Apple,Hardware Engineer,270000,"Cupertino, CA",4.0,4.0,143000.0,23000.0,0,0,0,0,0,False
Apple,Software Engineer,200000,"Cupertino, CA",6.0,2.0,150000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,319000,"Cupertino, CA",9.0,8.0,178000.0,21000.0,0,0,0,0,0,False
Apple,Software Engineer,410000,"Cupertino, CA",3.0,3.0,190000.0,30000.0,0,0,0,0,0,False
Apple,Software Engineer,450000,"Cupertino, CA",20.0,1.0,250000.0,40000.0,0,0,0,0,0,False
Apple,Hardware Engineer,214000,"Cupertino, CA",8.0,1.0,155000.0,16000.0,0,0,0,0,0,False
Apple,Product Manager,128000,"Sunnyvale, CA",0.0,0.0,115000.0,0.0,0,0,0,0,0,False
Apple,Product Manager,128000,"Sunnyvale, CA",0.0,0.0,115000.0,0.0,0,0,0,0,0,False
Apple,Software Engineer,262000,"Cupertino, CA",2.0,0.0,170000.0,17000.0,0,0,0,0,0,False
Apple,Software Engineer,367000,"Sunnyvale, CA",3.0,3.0,160000.0,32000.0,0,0,0,0,0,False
Apple,Software Engineer,127000,"Cupertino, CA",1.0,1.0,104000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,205000,"Cupertino, CA",0.0,0.0,140000.0,40000.0,0,0,0,0,0,False
Apple,Software Engineer,571000,"Cupertino, CA",21.0,12.0,226000.0,45000.0,0,0,0,0,0,False
Apple,Software Engineer,327000,"Cupertino, CA",8.0,5.0,182000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,135000,"Cupertino, CA",0.0,0.0,110000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,360000,"Cupertino, CA",10.0,3.0,187000.0,33000.0,0,0,0,0,0,False
Apple,Software Engineer,225000,"Cupertino, CA",3.0,3.0,142000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,416000,"Cupertino, CA",6.0,5.0,182000.0,0.0,0,0,0,0,0,False
Apple,Software Engineer,345000,"Cupertino, CA",18.0,5.0,200000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,161000,"Cupertino, CA",2.0,0.0,125000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,191000,"Cupertino, CA",0.0,0.0,148000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,258000,"San Francisco, CA",2.0,2.0,142000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,147000,"Cupertino, CA",0.0,0.0,115000.0,20000.0,0,0,0,0,0,False
Apple,Data Scientist,306000,"Cupertino, CA",5.0,4.0,192000.0,20000.0,0,0,1,0,0,False
Apple,Software Engineer,178000,"Sunnyvale, CA",9.0,1.0,145000.0,8000.0,0,0,0,0,0,False
Apple,Software Engineer,295000,"Sunnyvale, CA",4.0,0.0,200000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,278000,"Cupertino, CA",12.0,2.0,173000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,235000,"Cupertino, CA",6.0,1.0,164000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,254000,"Cupertino, CA",4.0,4.0,142000.0,12000.0,0,0,0,0,0,False
Apple,Hardware Engineer,273000,"Cupertino, CA",9.0,1.0,186000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,385000,"Cupertino, CA",8.0,8.0,200000.0,35000.0,0,0,0,0,0,False
Apple,Software Engineer,337000,"Cupertino, CA",10.0,6.0,197000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,240000,"Cupertino, CA",3.0,3.0,160000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,375000,"Cupertino, CA",12.0,5.0,195000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,302000,"Cupertino, CA",3.0,3.0,157000.0,25000.0,0,0,0,0,0,False
Apple,Hardware Engineer,173000,"Cupertino, CA",0.0,0.0,125000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,140000,"Cupertino, CA",0.0,0.0,110000.0,20000.0,0,0,0,0,0,False
Apple,Product Manager,280000,"Cupertino, CA",3.0,2.0,170000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,387000,"Cupertino, CA",2.0,2.0,190000.0,27000.0,0,0,0,0,0,False
Apple,Software Engineer,288000,"Cupertino, CA",15.0,1.75,168000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,525000,"Cupertino, CA",18.0,9.0,220000.0,65000.0,0,0,0,0,0,False
Apple,Software Engineer,585000,"Cupertino, CA",7.0,0.0,240000.0,45000.0,0,0,0,0,0,False
Apple,Data Scientist,505000,"Cupertino, CA",6.0,4.0,189000.0,30000.0,0,0,0,0,0,False
Apple,Software Engineer,430000,"Cupertino, CA",4.0,4.0,171000.0,30000.0,1,0,0,0,0,False
Apple,Software Engineer,212000,"Cupertino, CA",2.0,0.0,160000.0,10000.0,1,0,0,0,0,False
Apple,Hardware Engineer,280000,"Cupertino, CA",3.0,3.0,150000.0,30000.0,0,0,1,0,0,False
Apple,Software Engineer,180000,"Cupertino, CA",0.0,0.0,125000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,190000,"Cupertino, CA",0.0,0.0,130000.0,30000.0,0,0,0,0,0,False
Apple,Hardware Engineer,188000,"Cupertino, CA",0.0,0.0,145000.0,20000.0,0,0,1,0,0,False
Apple,Hardware Engineer,240000,"Cupertino, CA",3.0,3.0,142000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,251000,"Cupertino, CA",3.0,3.0,136000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,421000,"Cupertino, CA",30.0,7.0,226000.0,45000.0,0,0,0,0,0,False
Apple,Software Engineer,185000,"Austin, TX",6.0,2.0,118000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineering Manager,400000,"Cupertino, CA",6.0,2.0,199000.0,21000.0,0,0,0,0,0,False
Apple,Product Designer,232000,"Cupertino, CA",10.0,0.0,175000.0,17000.0,0,0,0,0,0,False
Apple,Software Engineer,190000,"Cupertino, CA",7.0,1.0,150000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,270000,"Cupertino, CA",8.0,4.0,176000.0,13000.0,0,0,0,0,0,False
Apple,Software Engineer,182000,"Cupertino, CA",1.0,1.0,139000.0,15000.0,0,0,0,0,0,False
Apple,Hardware Engineer,578000,"Cupertino, CA",20.0,10.0,250000.0,78000.0,1,0,0,0,0,False
Apple,Hardware Engineer,206000,"Cupertino, CA",2.0,0.0,150000.0,30000.0,0,0,1,0,0,False
Apple,Hardware Engineer,178000,"Cupertino, CA",2.0,2.0,132000.0,11000.0,0,0,0,0,0,False
Apple,Software Engineering Manager,300000,"Santa Clara, CA",10.0,5.0,185000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,238000,"Sunnyvale, CA",10.0,0.0,180000.0,18000.0,1,0,0,0,0,False
Apple,Software Engineer,186000,"Cupertino, CA",0.0,0.0,130000.0,30000.0,1,0,0,0,0,False
Apple,Software Engineer,445000,"Sunnyvale, CA",8.0,3.0,190000.0,45000.0,0,0,1,0,0,False
Apple,Software Engineer,186000,"Cupertino, CA",0.0,0.0,130000.0,13000.0,1,0,0,0,0,False
Apple,Hardware Engineer,153000,"Cupertino, CA",0.0,0.0,115000.0,25000.0,0,1,0,0,0,False
Apple,Software Engineer,212000,"Cupertino, CA",1.0,1.0,137000.0,27000.0,0,0,0,0,0,False
Apple,Hardware Engineer,470000,"Cupertino, CA",18.0,8.0,235000.0,45000.0,0,0,0,0,0,False
Apple,Hardware Engineer,305000,"Cupertino, CA",10.0,2.0,178000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,270000,"San Francisco, CA",2.0,2.0,142000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,255000,"Cupertino, CA",5.0,3.0,147000.0,18000.0,1,0,0,0,0,False
Apple,Software Engineer,160000,"Cupertino, CA",0.0,0.0,125000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,228000,"Cupertino, CA",0.0,0.0,135000.0,70000.0,1,0,0,0,0,False
Apple,Hardware Engineer,275000,"Cupertino, CA",4.0,3.0,160000.0,25000.0,0,0,1,0,0,False
Apple,Software Engineer,143000,"Sunnyvale, CA",0.0,0.0,115000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,158000,"Cupertino, CA",0.0,0.0,125000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,158000,"Cupertino, CA",0.0,0.0,125000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,585000,"Cupertino, CA",18.0,10.0,220000.0,65000.0,1,0,0,0,0,False
Apple,Software Engineer,208000,"Cupertino, CA",3.0,0.0,155000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,157000,"Cupertino, CA",0.0,0.0,125000.0,12000.0,0,0,0,0,0,False
Apple,Software Engineer,210000,"Cupertino, CA",0.0,0.0,135000.0,40000.0,1,0,0,0,0,False
Apple,Software Engineer,500000,"Cupertino, CA",8.0,3.5,222000.0,30000.0,1,0,0,0,0,False
Apple,Hardware Engineer,225000,"Cupertino, CA",7.0,4.0,147000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,142000,"Paris, IL, France",7.0,2.0,77000.0,10000.0,1,0,0,0,0,False
Apple,Hardware Engineer,190000,"Cupertino, CA",4.0,4.0,140000.0,10000.0,0,0,0,0,0,False
Apple,Product Manager,224000,"Cupertino, CA",4.0,12.0,138000.0,6000.0,0,0,0,0,0,False
Apple,Hardware Engineer,190000,"Cupertino, CA",5.0,2.0,131000.0,15000.0,1,0,0,0,0,False
Apple,Hardware Engineer,160000,"Cupertino, CA",4.0,1.0,120000.0,20000.0,0,0,1,0,0,False
Apple,Software Engineer,395000,"Sunnyvale, CA",15.0,3.0,185000.0,30000.0,0,0,0,0,0,False
Apple,Software Engineer,345000,"Cupertino, CA",20.0,5.0,200000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,160000,"Cupertino, CA",0.0,0.0,125000.0,12000.0,1,0,0,0,0,False
Apple,Hardware Engineer,245000,"Cupertino, CA",5.0,1.0,165000.0,15000.0,0,0,1,0,0,False
Apple,Software Engineer,354000,"Pittsburgh, PA",8.0,3.0,182000.0,18000.0,1,0,0,0,0,False
Apple,Software Engineer,137000,"Los Angeles, CA",1.0,1.0,122000.0,5000.0,0,0,0,0,0,False
Apple,Software Engineer,208000,"Cupertino, CA",5.0,2.0,147000.0,16000.0,0,0,0,0,0,False
Apple,Hardware Engineer,385000,"Cupertino, CA",11.0,7.0,179000.0,25000.0,1,0,0,0,0,False
Apple,Software Engineer,273000,"Cupertino, CA",1.0,1.0,180000.0,18000.0,0,0,1,0,0,False
Apple,Software Engineer,425000,"Cupertino, CA",23.0,9.0,217000.0,25000.0,1,0,0,0,0,False
Apple,Software Engineer,595000,"Seattle, WA",10.0,0.0,225000.0,45000.0,0,0,0,0,0,False
Apple,Software Engineer,257000,"Cupertino, CA",0.0,0.0,170000.0,25000.0,0,0,1,0,0,False
Apple,Software Engineer,160000,"Sunnyvale, CA",0.0,0.0,120000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,162000,"Cupertino, CA",0.0,0.0,115000.0,35000.0,0,0,0,0,0,False
Apple,Software Engineer,490000,"Cupertino, CA",5.0,5.0,210000.0,30000.0,0,0,0,0,0,False
Apple,Hardware Engineer,213000,"Santa Clara, CA",2.0,2.0,150000.0,20000.0,0,0,1,0,0,False
Apple,Software Engineer,210000,"Sacramento, CA",3.0,9.0,120000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,220000,"Cupertino, CA",9.0,0.0,170000.0,20000.0,0,0,0,0,0,False
Apple,Data Scientist,230000,"Cupertino, CA",10.0,0.0,170000.0,20000.0,0,0,1,0,0,False
Apple,Software Engineer,270000,"Cupertino, CA",8.0,2.0,180000.0,80000.0,1,0,0,0,0,False
Apple,Software Engineer,134000,"San Diego, CA",8.0,6.0,99000.0,6000.0,0,0,0,0,0,False
Apple,Data Scientist,350000,"Cupertino, CA",11.0,4.0,190000.0,15000.0,0,0,1,0,0,False
Apple,Product Manager,510000,"Cupertino, CA",15.0,12.0,250000.0,35000.0,1,0,0,0,0,False
Apple,Software Engineer,158000,"San Diego, CA",0.0,0.0,120000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,219000,"Cupertino, CA",4.0,3.5,137000.0,17000.0,0,0,0,0,0,False
Apple,Software Engineer,245000,"Cupertino, CA",3.0,3.0,160000.0,15000.0,0,0,0,0,0,False
Apple,Software Engineer,200000,"Cupertino, CA",0.0,0.0,130000.0,40000.0,1,0,0,0,0,False
Apple,Software Engineer,250000,"Cupertino, CA",4.0,1.0,185000.0,10000.0,1,0,0,0,0,False
Apple,Software Engineer,280000,"Cupertino, CA",10.0,3.0,180000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,260000,"Cupertino, CA",8.0,1.0,220000.0,0.0,0,0,1,0,0,False
Apple,Software Engineer,141000,"Cambridge, EN, United Kingdom",1.0,1.0,85000.0,6000.0,1,0,0,0,0,False
Apple,Hardware Engineer,200000,"Cupertino, CA",6.0,0.0,150000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,400000,"Cupertino, CA",8.0,3.0,180000.0,30000.0,0,0,0,0,0,False
Apple,Hardware Engineer,300000,"Cupertino, CA",10.0,2.0,155000.0,25000.0,1,0,0,0,0,False
Apple,Software Engineer,380000,"Cupertino, CA",10.0,3.0,197000.0,35000.0,1,0,0,0,0,False
Apple,Software Engineer,218000,"Cupertino, CA",0.0,0.0,150000.0,30000.0,0,0,1,0,0,False
Apple,Data Scientist,208000,"Cupertino, CA",0.0,0.0,150000.0,23000.0,0,0,1,0,0,False
Apple,Software Engineer,179000,"Seattle, WA",4.0,0.0,135000.0,0.0,0,0,0,0,0,False
Apple,Software Engineer,173000,"Cupertino, CA",7.0,1.0,138000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,260000,"Cupertino, CA",3.0,0.0,165000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,450000,"Cupertino, CA",18.0,3.0,210000.0,40000.0,0,0,0,0,0,False
Apple,Hardware Engineer,210000,"Austin, TX",6.0,6.0,132000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,570000,"Cupertino, CA",22.0,7.0,215000.0,55000.0,0,0,0,0,0,False
Apple,Hardware Engineer,305000,"Cupertino, CA",20.0,12.0,155000.0,30000.0,0,0,0,0,0,False
Apple,Product Manager,240000,"Cupertino, CA",8.0,1.0,160000.0,40000.0,1,0,0,0,0,False
Apple,Software Engineer,776000,"San Jose, CA",30.0,15.0,316000.0,60000.0,1,0,0,0,0,False
Apple,Software Engineer,260000,"Sunnyvale, CA",5.0,4.0,160000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,220000,"Cupertino, CA",4.0,1.0,130000.0,20000.0,0,0,0,0,0,False
Apple,Hardware Engineer,280000,"Cupertino, CA",3.0,3.0,152000.0,8000.0,0,0,1,0,0,False
Apple,Data Scientist,231000,"Cupertino, CA",10.0,10.0,152000.0,24000.0,1,0,0,0,0,False
Apple,Data Scientist,210000,"Cupertino, CA",6.0,0.5,160000.0,18000.0,1,0,0,0,0,False
Apple,Software Engineer,217000,"Cupertino, CA",0.0,0.0,150000.0,30000.0,0,0,1,0,0,False
Apple,Software Engineering Manager,300000,"Cupertino, CA",20.0,10.0,250000.0,50000.0,1,0,0,0,0,False
Apple,Software Engineer,172000,"New York, NY",5.0,1.0,137000.0,9000.0,0,0,0,0,0,False
Apple,Software Engineer,250000,"Cupertino, CA",5.0,0.0,180000.0,18000.0,0,0,0,0,0,False
Apple,Software Engineer,370000,"Cupertino, CA",13.0,3.0,175000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineering Manager,318000,"San Francisco, CA",7.0,6.0,183000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,233000,"Cupertino, CA",1.0,1.0,152000.0,10000.0,1,0,0,0,0,False
Apple,Software Engineer,260000,"Cupertino, CA",3.0,3.0,150000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,273000,"Cupertino, CA",18.0,2.0,170000.0,13000.0,0,0,0,0,0,False
Apple,Software Engineer,227000,"Cupertino, CA",0.0,0.0,155000.0,35000.0,0,0,1,0,0,False
Apple,Software Engineering Manager,520000,"Cupertino, CA",8.0,3.0,200000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,161000,"Cupertino, CA",1.0,0.0,139000.0,0.0,1,0,0,0,0,False
Apple,Product Manager,150000,"Cupertino, CA",15.0,4.0,150000.0,0.0,0,0,0,0,0,False
Apple,Software Engineer,370000,"Cupertino, CA",5.0,0.0,200000.0,20000.0,0,0,1,0,0,False
Apple,Software Engineer,365000,"Austin, TX",16.0,7.0,165000.0,40000.0,0,0,0,0,0,False
Apple,Hardware Engineer,220000,"Cupertino, CA",5.0,5.0,165000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,147000,"Cupertino, CA",1.0,1.0,124000.0,6000.0,1,0,0,0,0,False
Apple,Product Manager,285000,"Cupertino, CA",4.0,0.0,150000.0,30000.0,1,0,0,0,0,False
Apple,Hardware Engineer,315000,"Sunnyvale, CA",7.0,4.0,165000.0,11000.0,1,0,0,0,0,False
Apple,Software Engineer,140000,"Cupertino, CA",0.0,0.0,125000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,154000,"Cupertino, CA",1.0,1.0,125000.0,12000.0,1,0,0,0,0,False
Apple,Software Engineer,236000,"Santa Clara, CA",8.0,3.0,160000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineer,328000,"Cupertino, CA",10.0,2.0,168000.0,25000.0,0,0,0,0,0,False
Apple,Software Engineering Manager,600000,"Cupertino, CA",15.0,15.0,250000.0,50000.0,0,0,0,0,0,False
Apple,Software Engineer,300000,"Cupertino, CA",3.0,1.0,140000.0,55000.0,0,0,0,0,0,False
Apple,Software Engineer,312000,"Cupertino, CA",12.0,1.0,188000.0,56000.0,0,0,0,0,0,False
Apple,Software Engineer,345000,"Cupertino, CA",5.0,1.0,195000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineering Manager,310000,"Sunnyvale, CA",16.0,2.0,197000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,390000,"Cupertino, CA",15.0,8.0,206000.0,34000.0,1,0,0,0,0,False
Apple,Software Engineer,172000,"Cupertino, CA",0.0,0.0,126000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,297000,"Cupertino, CA",2.0,0.0,160000.0,24000.0,0,0,0,0,0,False
Apple,Product Manager,250000,"Cupertino, CA",10.0,0.0,180000.0,0.0,1,0,0,0,0,False
Apple,Hardware Engineer,324000,"Cupertino, CA",7.0,5.0,154000.0,20000.0,1,0,0,0,0,False
Apple,Software Engineer,295000,"Cupertino, CA",15.0,4.0,175000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,430000,"Cupertino, CA",6.0,1.0,200000.0,30000.0,1,0,0,0,0,False
Apple,Hardware Engineer,242000,"Cupertino, CA",3.0,3.0,152000.0,15000.0,1,0,0,0,0,False
Apple,Software Engineer,162000,"Cupertino, CA",2.0,0.33,120000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,169000,"Cupertino, CA",3.0,0.0,130000.0,13000.0,1,0,0,0,0,False
Apple,Software Engineer,324000,"Cupertino, CA",12.0,2.0,190000.0,24000.0,0,0,1,0,0,False
Apple,Hardware Engineer,283000,"Austin, TX",15.0,5.0,170000.0,23000.0,1,0,0,0,0,False
Apple,Hardware Engineer,136000,"Cupertino, CA",0.0,0.0,115000.0,10000.0,0,0,0,0,0,False
Apple,Hardware Engineer,139000,"Austin, TX",1.0,0.0,120000.0,0.0,1,0,0,0,0,False
Apple,Software Engineer,500000,"Cupertino, CA",14.0,9.0,235000.0,40000.0,0,0,0,0,0,False
Apple,Software Engineer,234000,"London, EN, United Kingdom",9.0,3.0,117000.0,14000.0,0,0,0,0,0,False
Apple,Software Engineer,194000,"Cupertino, CA",2.0,2.0,134000.0,10000.0,1,0,1,0,0,False
Apple,Software Engineer,205000,"Cupertino, CA",1.0,1.0,125000.0,30000.0,1,0,0,0,0,False
Apple,Software Engineer,197000,"Cupertino, CA",4.0,2.0,138000.0,10000.0,1,0,0,0,0,False
Apple,Data Scientist,300000,"Cupertino, CA",10.0,3.0,190000.0,18000.0,1,0,0,0,0,False
Apple,Software Engineer,337000,"Cupertino, CA",10.0,0.0,190000.0,28000.0,0,0,0,0,0,False
Apple,Software Engineer,185000,"Austin, TX",4.0,5.0,130000.0,10000.0,0,0,0,0,0,False
Apple,Software Engineer,290000,"Cupertino, CA",8.0,3.0,170000.0,20000.0,0,0,0,0,0,False
Apple,Software Engineer,828000,"Cupertino, CA",17.0,3.0,278000.0,100000.0,0,0,0,0,0,False
